日期,沪深300,中证A500,上证50,中证500,创业板指,中证1000,科创50,标普中国A股大盘红利低波50,红利质量,证券公司,800消费,中证全指半导体,中证银行,中证军工,300医药,有色金属,中证煤炭,中证全指房地产,电力指数,国证芯片(CNI),机器人,CS人工智,细分化工,300非银,新能电池,光伏产业,CS创新药,通信设备,动漫游戏,金融科技,上证5年国债,上证10年国债(净),中债-30年期国债财富(总值)指数,沪城投债,中债-中高等级公司债利差因子净价(总值)指数,沪做市公司债,中证转债及可交换债,上期有色金属指数,大商所豆粕期货价格指数,易盛能化A,SGE黄金9999,中证短融
2010-01-18,0.0051528424,0.0071387073,-0.0027263287000000003,0.0171482806,,0.0163079822,,0.0081308935,0.015580006,-0.0273306539,0.0177980212,0.0206657476,-0.0010592181,0.014972619,0.0053567617000000005,0.0021788083,-0.0005656008,0.0168192674,0.0096936483,0.0151705711,,,0.027732779399999997,-0.0210658595,0.0046685747,,,0.0069594745,,,0.0001594582,0.0,,-0.004558825,,,0.0047703647,,,,0.0004772130756382906,9.00414e-05
2010-01-19,0.0019419062,0.001033818,0.0047600598999999995,0.0001975539,,0.0013512740000000002,,-0.0018938351,-0.0040559877,0.010647650900000001,-0.0049818002,0.0015464517,0.0102130125,-0.0097415209,-0.0085101235,0.0117003097,0.0075915541,0.0015688694,-0.0025182284999999997,-0.0003115277,,,-0.0139314009,0.0080261859,0.008909839499999999,,,-0.009476292899999999,,,0.0005814608000000001,0.00044687030000000003,,0.0024777108,,,0.0026886007,,,,0.005218291905672412,9.00333e-05
2010-01-20,-0.0322305289,-0.0333282853,-0.030101372400000003,-0.0370479104,,-0.032423306799999996,,-0.0302981831,-0.031360602599999995,-0.0331579173,-0.0309501128,-0.07110003820000001,-0.0284274887,-0.0422520305,-0.023733581400000002,-0.0353166359,-0.0390486372,-0.0330108895,-0.0252484691,-0.077669182,,,-0.040752515899999994,-0.032891519200000004,-0.0379256874,,,-0.058327192300000004,,,4.68647e-05,0.0014463623,,0.0030287069,,,-0.0091853704,,,,-0.003493727171669031,9.002519999999999e-05
2010-01-21,0.0041656429,0.0045474566,0.007742367500000001,0.0034690912,,0.004292148700000001,,0.0056824322,0.0030803949,0.0082536869,0.0037253187,-0.0050443999,0.023887048700000003,0.0012454038,0.004402587,-0.0161821226,-0.022993868700000003,0.0122095708,0.0026082685999999997,-0.016412681,,,-0.0009642375999999999,0.0146021116,-0.0138326741,,,-0.0018271134,,,0.0002436853,0.0006053204,,0.0028377819,,,-0.0090339731,,,,-0.015317286652078752,9.00171e-05
2010-01-22,-0.0124324718,-0.0140226411,0.0009681409,-0.027710136799999997,,-0.0293407004,,-0.015372955399999999,-0.0277676398,-0.0249367101,-0.0272253626,-0.0306175896,0.0256873549,-0.028895229499999998,-0.0098454181,-0.031380305000000004,-0.033066702600000004,-0.0232423322,-0.0192755356,-0.0296579686,,,-0.0359555961,-0.0128446746,-0.0326845134,,,-0.0229266931,,,6.559159999999999e-05,0.0005837278,,0.0005035145,,,-0.0164991929,,,,-0.014960883942253325,0.000270027
2010-01-25,-0.011343067600000001,-0.0121309702,-0.011169489800000001,-0.0124992287,,-0.0143661387,,-0.0137518238,-0.011592575899999999,0.000358529,-0.0054018723,-0.0131983736,-0.023108308499999997,-0.0035148274,-0.0073893995,-0.0038451279999999997,-0.0060533858,-0.015198343299999998,-0.0068445329,-0.0022499601999999997,,,-0.0149475332,-0.0006279413999999999,-0.0113773152,,,-0.0131851487,,,0.0002717188,0.0012410238,,0.0014795877,,,-0.0505793291,,,,0.003772347055929211,0.00017996939999999998
2010-01-26,-0.025605962,-0.0256667319,-0.0178561792,-0.04168050240000001,,-0.0408682193,,-0.021509447100000002,-0.025730072399999998,-0.0216965887,-0.025860587100000002,-0.0321267784,-0.0045527677,-0.0395206076,-0.033754221,-0.0369573012,-0.042483233499999995,-0.0490298777,-0.02768284,-0.029617166799999997,,,-0.0346625552,-0.0236519796,-0.0350096528,,,-0.0296844371,,,0.00028101199999999997,0.00045553740000000003,,0.005145780399999999,,,-0.030144407100000003,,,,-0.0029440628066732043,8.996850000000001e-05
2010-01-27,-0.0136397684,-0.012406567299999999,-0.0202652278,-0.006350155499999999,,-0.0076417073,,-0.0125953131,-0.0034008012,-0.013295926199999999,-0.0091158079,-0.0009784755,-0.032112242900000004,-0.0091931932,-0.009649994299999999,-0.0220952096,0.0010278935,-0.002251542,-0.0022259264,0.0008295986,,,-0.013314499099999998,-0.0190785593,-0.0143132529,,,-0.0012456797,,,0.0003090264,0.0009953726,,-0.0032296447,,,0.0044496046000000004,,,,-0.005445463478545745,0.0
2010-01-28,0.0025023714000000003,0.0054375177,-0.005296729500000001,0.016232989399999998,,0.0127310273,,0.0053652273,0.0180567557,-0.001556727,0.019180152699999998,0.025926658800000002,-0.0156947197,0.011971537,0.021105320299999997,-0.0060920016,0.0090582206,0.0092166458,0.006550008600000001,0.0224729856,,,0.0122096699,-0.0084118592,0.0016165477,,,0.014081244,,,0.00016850779999999998,0.0006135553,,0.0013542252,,,0.0096876582,,,,-0.010713845901235636,0.0
2010-01-29,-0.0007531412,0.0016786580000000002,-0.0038248965,0.008824870299999999,,0.0099544825,,0.0008274721,0.0069455289,-0.0007284338,0.0149622509,0.0084094414,-0.0031453459000000002,0.0071860632,0.0181222362,-0.005949274599999999,-0.0066032504,-0.0013092026000000002,0.0016325767,0.0068375638999999995,,,0.0085060463,-0.0031253503,-0.0014955546999999999,,,0.005268080499999999,,,0.0003369588,0.0011206376999999999,,6.0106400000000004e-05,,,-0.0046844204,,,,-0.0038648547562648333,8.99604e-05
2010-02-01,-0.0160566514,-0.0141240591,-0.015623036400000002,-0.0098940509,,-0.011732916099999999,,-0.0123359155,-0.0028638611,-0.0502717833,-0.0004858459,-0.0524935039,-0.0137174835,-0.0107101844,0.0110658421,-0.0365389658,-0.0429129811,0.0115474892,-0.0183606037,-0.0590998789,,,-0.024877738599999998,-0.0163897107,-0.0292924176,,,-0.0321658654,,,0.0013754515000000001,0.003991763,,0.0001803083,,,-0.0077746864,,,,-0.0008756567425568324,0.0001799047
2010-02-02,-0.0020674296999999998,-0.0031206655,0.0023074458000000003,-0.0068334101,,-0.0034243045999999997,,-0.0009645014999999999,-0.0131206347,-0.0097948363,-0.0142670674,-0.0029148396999999996,0.0074490392,-0.0147982642,-0.009507756899999999,0.020968101099999997,0.0047783249,-0.0093248644,-0.0030567567,0.0076212658,,,0.0001281574,-0.0072014174,0.007714425299999999,,,0.0050982293,,,0.0009250521,0.0003996929,,0.0027341833,,,0.0018829265,,,,0.020997155763761002,0.0
2010-02-03,0.0268661546,0.023283169899999998,0.028800383699999998,0.014252512,,0.018783727,,0.0201101443,0.0052733366,0.0389494265,0.0021306162,0.011546436,0.0317116828,0.0050088363000000006,-0.010180781000000002,0.0384758994,0.0743415887,0.023453531,0.0211150116,0.010192937099999999,,,0.020038966199999998,0.043887295699999995,0.0288707448,,,0.0040548886,,,0.0014096341000000001,0.0026810779000000003,,6.991609999999999e-05,,,0.0041027565,,,,0.012181616832779619,8.993610000000001e-05
2010-02-04,-0.003687419,-0.0011605509,-0.0072174969,0.0103967863,,0.013795879799999999,,-0.002249933,-0.0002732302,-0.0080013081,0.0118152294,0.0078563322,-0.0077216991,0.0022263512999999998,-0.00022069310000000003,-0.017804103,-0.0170994723,0.0109593969,0.005169363099999999,0.0072384061,,,-0.0032268511,-0.0071907441,-0.007393626800000001,,,0.0067788682,,,-0.0002330546,-0.0007549861,,-5.9923900000000004e-05,,,-0.0038430755,,,,-0.007490636704119749,0.0001798561
2010-02-05,-0.0204159809,-0.0194693045,-0.0184658953,-0.0220368153,,-0.0188906392,,-0.0149438933,-0.0163583862,-0.022973643899999997,-0.011861288000000001,-0.0170815434,-0.013219308999999999,-0.0227723698,-0.0124521171,-0.0344706242,-0.0417810893,-0.0297427752,-0.0094263345,-0.0059471702999999996,,,-0.0238146784,-0.024459214899999998,-0.03205311,,,-0.024979588,,,0.0004102717,0.0005561735,,0.0004993957,,,-0.008469250900000001,,,,-0.0373506791032564,8.99119e-05
2010-02-08,-0.0006656968000000001,-0.0008655652,-0.0038137502,-9.254760000000001e-05,,-0.0007473524,,-0.0025132932000000003,-0.0007285400000000001,0.0179475394,0.0045735224,-0.012363101100000001,-0.011649582999999998,0.0005650725,0.0016264732,0.0030404268,0.011750162500000001,-0.0056359853,-0.0030067932000000003,-0.0272797863,,,-0.0014565896,0.011323431699999999,0.0016154405999999999,,,-0.0025295880999999997,,,0.0003168981,0.0027583458,,0.0002895049,,,-0.0078416164,,,,0.0014452095553855453,0.00026971140000000003
2010-02-09,0.0057766009,0.004780701500000001,0.0080967467,0.00023127450000000002,,-0.00029215290000000004,,0.0104002866,0.0044017842,0.0049580658,-0.0031817917,0.0017115367,0.0098146679,0.0044057576,-0.0002050047,0.0234114711,0.0075746446,-0.0057849352,0.010415220000000001,-0.002064673,,,0.0031263091,0.007524617,0.013851812100000001,,,-0.0024515921,,,0.0024225709,0.0004811212,,0.0029041916,,,-0.0015158882,,,,0.006082000680503601,8.98796e-05
2010-02-10,0.014180279499999998,0.013786408000000002,0.0138858108,0.0126067658,,0.012410773799999998,,0.006579738000000001,0.0125856471,0.0226248634,0.007613387900000001,0.018770107,0.0111578445,0.0272633214,0.0222524476,0.0104342471,0.0182933663,0.014290608199999999,0.0015520266999999998,0.021991176299999998,,,0.0134458287,0.0243270954,0.0137389281,,,0.02495021,,,-0.0017288816,-0.0012231329000000001,,-0.000995114,,,0.005916801900000001,,,,0.008622154264356105,8.987149999999999e-05
2010-02-11,0.0019501389,0.000667676,0.0022778862,-0.002229144,,-0.005377773099999999,,0.0009014118,0.0028782334999999997,-0.0034348631000000003,-0.0009840008,-0.0024320938,-0.0019470372,-0.0031369607,-0.00021108999999999999,0.0088869517,-0.0019722823000000002,0.006607401200000001,-0.0022372052,-0.0062220138000000005,,,-0.0015886218,-0.0032077791,0.0134988095,,,-0.0057453076,,,0.0015456526,8.373540000000001e-05,,-0.0005378968,,,0.0052744986,,,,0.0014336917562724157,8.98634e-05
2010-02-12,0.0095888769,0.010236976900000002,0.0084974955,0.013704066800000001,,0.0137323493,,0.0080696146,0.0107158312,0.0016986418000000001,0.0079663489,0.020574513200000002,0.011085638799999999,0.012718937800000002,-0.0051214931,0.0198322969,0.020117906799999998,0.010073839099999999,0.0075290897,0.0252700661,,,0.015109268799999999,0.005616237,0.0142598499,,,0.0156435166,,,-0.0002603101,0.0013919851,,-0.0004086229,,,0.0114913948,,,,0.009729593126105645,8.985530000000001e-05
2010-02-22,-0.0055156772,-0.0043813344999999995,-0.006715590099999999,0.0007535857999999999,,0.0060488618,,-0.0053425946,-0.0060869279,0.0055061456,-0.0011843165,-0.0009587154000000001,-0.0091628934,0.007398765200000001,0.0032718588999999998,-0.004755329,-0.0110192229,-0.0099968703,-0.00019205,-0.0025669992000000004,,,0.0057378023,-0.0042838265,-0.003249881,,,-0.0021627043,,,-0.0025200863,-0.0020066890000000003,,0.0017149238,,,-0.0009957463,,,,0.030334684327079725,0.0006289308
2010-02-23,-0.0107353221,-0.0063114212,-0.0181102622,0.0089620045,,0.0162861592,,-0.0032596540000000003,3.80447e-05,-0.026726737100000002,0.0002214536,0.028166140699999998,-0.0144306924,0.0139886345,0.000327344,-0.0174610823,-0.0203455779,-0.0036662477,0.0055418215,0.036905005399999996,,,0.0087913386,-0.0434899129,-0.009066214999999999,,,0.0286688842,,,0.0001025498,0.00041890080000000005,,0.0012740375000000002,,,0.0010434609,,,,-0.0071240639546651255,8.979080000000001e-05
2010-02-24,0.0143339313,0.014934577499999999,0.010659116500000001,0.0217812568,,0.021377497199999998,,0.0140659314,0.026597425299999998,0.0110856855,0.0143420364,0.0238773954,0.0089964956,0.0197597767,0.0262279421,0.0135763174,0.013508433799999999,0.0180852897,0.0225298211,0.0297637031,,,0.0222096707,0.0051269392000000006,0.0176248815,,,0.021603757200000004,,,0.0006245572,0.0009421321000000001,,-0.0010139568,,,0.0041165964,,,,-0.010446421284583375,8.97827e-05
2010-02-25,0.0146849282,0.0139996892,0.0137407292,0.0161719613,,0.018729243200000002,,0.0098396351,0.0124381401,0.017382293099999998,0.0111164091,0.0094286018,0.020364512600000002,0.0152400319,0.005696274300000001,0.0146358719,0.018528747999999998,0.0319953573,0.007841905,0.007137653900000001,,,0.011545439,0.014611323300000001,0.0088917848,,,0.009051417499999999,,,0.0008477497000000001,0.0009621618999999999,,0.0003880829,,,0.0048155436000000005,,,,-0.010774355389233771,8.977469999999999e-05
2010-02-26,-0.0031778837,-0.0021494616,-0.0036427119,0.0010164224,,0.0017834,,-0.0028497002,0.0026513235000000003,-0.0128947014,-0.0046548522,-0.0032972620000000005,0.0018208837,0.0159261005,0.0054211109000000006,-0.011802793,-0.0121093205,-0.0031734949,-0.0004966904,-0.0043010502,,,-0.0012057192,-0.0092273146,-0.0091894253,,,-0.0024677774999999997,,,0.0021315412,0.0028628148,,0.0027155262000000003,,,0.0023314696,,,,0.01179891981719985,8.97666e-05
2010-03-01,0.0130290529,0.0123985507,0.0161586405,0.0111323975,,0.0147298373,,0.0092280899,0.002687784,0.0125929553,0.0072846074,0.0187498802,0.0157595242,0.0024037563,0.0061970577,0.0344551968,0.0170480769,0.0071069878,0.011320516899999999,0.012726881800000001,,,0.010653263500000001,0.0237217615,0.019946887,,,0.0044010693,,,0.0023592135,0.0030734289,,0.0023014503,,,0.0084857622,,,0.0,0.00739067953192356,0.0002692756
2010-03-02,-0.0039667034,-0.0028783069,-0.0038466947,0.0008593196,,0.0005830296,,-0.0040477859,-0.0070014516999999995,-0.010785664399999999,-0.0022895201000000002,0.013079540999999998,0.0028444055,0.007665338900000001,-0.0046015269,-0.021547996299999997,-0.019295454700000002,0.0066656574,-0.0004471863,0.0087940105,,,0.0007602242,-0.0066046499000000005,-0.013868807700000001,,,0.009022866499999999,,,0.0012509614,0.0018799531,,0.0008709594,,,-0.0034292025,,,-0.01431,-0.0007338851062095113,0.00017946879999999998
2010-03-03,0.0072012384,0.008299708999999999,0.0041942763,0.0145280902,,0.013516797,,0.005831802200000001,0.0053905283,0.010095650199999999,0.014360196,0.0260600765,0.0027548829,0.013021886199999999,0.0027358219,0.0087401139,0.012049988000000001,-0.0010464458,0.0151828426,0.028586381799999998,,,0.013542866399999999,0.0056039756,0.0122499793,,,0.008563360800000001,,,0.002961537,0.0010885341,,0.0026007159000000003,,,0.0065574975,,,-0.0009637919000000001,0.015000815261699031,0.0002691549
2010-03-04,-0.025339114700000002,-0.027344570300000003,-0.0215910177,-0.036127642,,-0.035638911700000005,,-0.0217699187,-0.0229030921,-0.0344437752,-0.035553218000000004,-0.05107717949999999,-0.0191564099,-0.0395726576,-0.0266559329,-0.0311591947,-0.0252006335,-0.0258580881,-0.0293793991,-0.0578528993,,,-0.031379416,-0.0311362403,-0.030684354900000002,,,-0.040929974099999995,,,-0.0006828331999999999,-0.0025371511,,4.9315e-05,,,-0.0123878087,,,-0.009210553,0.0017709087981968839,8.96941e-05
2010-03-05,0.0028275015,0.0030664084,0.002658354,0.0039382774,,-0.0001043777,,0.003900133,-6.241290000000001e-05,0.018665792400000002,-0.0005355895,-0.0030171379,-2.85943e-05,-0.0052191458999999996,0.0048809523,0.0040017359,-0.0046247054999999995,0.001946935,0.0006689383,-0.0029577382,,,-0.005565995000000001,0.013660341,0.0063665572,,,-0.0042487212000000005,,,0.0005724944,-0.0012562292,,0.0005621634,,,0.0008345703,,,0.006600592400000001,-0.002365962224806526,8.96861e-05
2010-03-08,0.0081030406,0.008207834899999999,0.0073824736999999994,0.010858087999999998,,0.012794532300000001,,0.002495806,0.006165304999999999,-0.0006876791999999999,0.0013696333,0.0192402549,0.0104719572,0.005526340899999999,0.0063409642,0.0067030931999999994,0.011945179299999999,0.016156418699999998,0.005306681,0.022013205999999997,,,0.0090472907,0.007403387,0.0111233848,,,0.005700920900000001,,,0.0003691399,0.0015904531,,-2.95709e-05,,,-0.0001415433,,,0.0155481565,0.0035770266468388985,0.0002690342
2010-03-09,0.0059902416000000005,0.0038660549999999998,0.007752063500000001,0.0011908692999999999,,0.0012432534,,0.0022723403,0.0018223948,0.0059975959,-0.0002337409,0.0078282779,0.0087474667,-0.0043216043,-0.005935915000000001,0.0025619535,0.0243679725,0.023850179800000003,-0.0009495003,0.0194335788,,,0.0035257823,0.0120234909,0.0025228275,,,0.0024588062,,,-3.6900399999999997e-05,-0.0002490867,,-0.00011828719999999999,,,-0.0023573365,,,0.0021456215,-0.015237789718501817,8.96539e-05
2010-03-10,-0.007915936,-0.0085787047,-0.0042955308,-0.0131181002,,-0.011157874000000002,,-0.005172939,-0.010477775600000001,-0.0006811306,-0.008765622899999999,-0.0037383628,-0.006243228199999999,-0.0071891129,-0.012975294399999998,0.0027296219,-0.013081402099999999,-0.017180562,-0.0078965119,-0.011000697399999999,,,-0.0152941803,-0.0013656593999999999,0.0014811229000000002,,,-0.0070979627,,,-0.0008118381,-0.0009654514,,0.000433771,,,-0.0003454903,,,-0.0042920602,0.001094579802975677,8.96459e-05
2010-03-11,-0.0009113655,-0.0020256491,0.0032889815,-0.0078543264,,-0.0053479365999999995,,0.0005299948,-0.0087515456,0.0174926461,-0.0082600328,-0.014746908599999999,0.0078444903,-0.009313035899999999,-0.0063940117,-0.0108943461,-0.0057053922,-0.0076341214,-0.0005143056,-0.0141979772,,,-0.011729411,0.0080898415,-0.0041497135,,,-0.007195806700000001,,,-0.0004062488,-0.0025562425,,-0.0006109578,,,-0.0007498496,,,-0.0100680245,-0.01275975209624501,0.0001792757
2010-03-12,-0.013299641,-0.0132346012,-0.0110915318,-0.0153436257,,-0.0158879574,,-0.0130839361,-0.010541631499999999,-0.0108309537,-0.010665032000000001,-0.0186817744,-0.013240384700000002,-0.0067878559000000005,-0.0144081101,-0.0127466265,-0.014086147899999998,-0.0188767589,-0.0165148692,-0.0185144636,,,-0.0121000111,-0.0096730394,-0.014239807200000001,,,-0.0197642489,,,-9.23668e-05,-0.0005521466,,-0.0037074287,,,-0.0065807758999999995,,,0.0036337430999999996,0.0038524590163934334,8.96218e-05
2010-03-15,-0.015447279199999999,-0.0138391645,-0.0148606395,-0.0084803425,,-0.0075011899,,-0.0126013836,-0.015706733100000002,-0.0075112466,-0.0109845445,-0.0093222789,-0.0181988343,-0.012674326199999999,-0.0058896671,-0.0211617433,-0.023456506199999998,-0.0041245922,-0.0093523398,-0.0058203425,,,-0.0155984778,-0.013979318000000001,-0.0214219405,,,-0.0143797458,,,-0.0001755131,-0.00016677790000000001,,0.0010094812,,,-0.0110012403,,,-0.024838438900000002,-0.003232009164177967,0.00017922750000000002
2010-03-16,0.0065305701999999995,0.0067594501,0.0092755445,0.0082395011,,0.0127218583,,0.0043909716,0.0032097614000000003,0.0075651681,0.0020354596,0.0084888059,0.0156426249,0.0034291804999999997,0.0043472300000000005,0.0069255223,-0.0051517122,0.0105235951,0.0060776580000000005,-0.0018403435,,,0.0043905216,0.0045714785,0.0049502386,,,0.0039228626,,,0.000295653,0.0009382819000000001,,0.0008502729000000001,,,0.0036774875000000003,,,-0.00024890329999999997,0.008100995147627268,8.959770000000001e-05
2010-03-17,0.0218307219,0.0227241589,0.020149324700000002,0.0277388335,,0.026195149400000003,,0.0160619144,0.023330253399999997,0.016099306600000002,0.0226132066,0.0584970841,0.017511604899999998,0.0272607554,0.020782918100000002,0.023717373,0.0230862003,0.0238524365,0.0178592014,0.0713251731,,,0.0265897556,0.0304397024,0.0225744517,,,0.0387356185,,,0.0013762273,0.0026872201,,0.0007902796,,,0.0077915083,,,0.0165769354,0.015458858171110751,0.000268769
2010-03-18,-0.0019429331999999998,-0.0015860011,-0.0052603222000000005,0.0032278658999999998,,0.0024846854,,-0.0039416447,-0.003947111200000001,-0.0070552077,-0.00069115,0.016491696,-0.0058170801,-0.0012299804,-0.0065328398,-0.0024481355,0.0063162791,0.012158035000000001,-0.0023066573000000003,0.022228063200000002,,,0.0032821602,-0.006392567,-0.0019483623,,,0.0027970281,,,0.0011621901,0.0018801679,,0.0002467673,,,-0.002706566,,,-0.0048674959,-0.0038334274876926345,8.95656e-05
2010-03-19,0.0080537282,0.007077935400000001,0.0067971069,0.0071151661,,0.008022831000000001,,0.005692250100000001,0.0036574995,0.0030080220000000004,0.0042415568999999995,0.0159994981,0.0031590193,0.011748202700000002,0.003159229,0.030527373099999998,0.0119334276,0.0079860421,0.006240383699999999,0.0163004251,,,0.004893676699999999,0.0059468431,0.0207035027,,,0.0096951465,,,0.0002671777,0.0005184087,,0.0011644545,,,-0.0003115857,,,0.0004819524,0.0011740890688258787,8.95576e-05
2010-03-22,0.0026585741,0.0038507428999999998,0.0026335766999999997,0.0056379818000000005,,0.0091230709,,0.0011048288,0.0016203201,-0.0047265097,7.23954e-05,0.0171229239,0.007639848500000001,0.0012849797,0.0027866584999999998,-0.007996855800000001,0.0072963364,-0.0020666994,0.0056969365,0.0229253543,,,0.0106051703,-0.0024165916000000003,-0.0052264122,,,0.011990443,,,-0.000589476,-0.0012849874,,-0.0015475146,,,-0.0010784225,,,-0.0014656595,-0.012255794199733045,0.0001790991
2010-03-23,-0.0081919611,-0.0083078193,-0.010630523400000001,-0.0067314854999999995,,-0.005785048,,-0.0059783763,-0.0049594158,-0.0143755805,0.0007000597,-0.0099207006,-0.0105681298,-0.0071458616,-0.0090982862,-0.0057138128,0.0032307691999999997,-0.0116137155,-0.0063301237,0.0106220995,,,-0.0044696506000000006,-0.0140070716,-0.0067373056,,,-0.0116631442,,,-0.0015114231999999999,-0.0003942931,,0.0019744116,,,0.00033386060000000005,,,-0.0026892757,-0.0027045855017825537,0.0
2010-03-24,0.00033459790000000004,0.0014949492,-7.46072e-05,0.0052459674,,0.0024520152,,0.0030457576,0.0046046481,-0.0012805707,0.0052103458,-0.0033833459999999997,0.001051469,0.0061883666,0.0013262273,-0.0047549542,-0.0032902286,-5.8524700000000006e-05,0.0035774185,0.015334031,,,-0.0020794795,5.09558e-05,-0.0024763565,,,0.0068230161,,,2.76898e-05,-0.0001453232,,-0.0009261448999999999,,,0.0004273238,,,0.0049093267,0.0003286500698381912,0.0002686006
