,CN_Growth_Change,CN_Inflation_Change,US_Inflation_Change,US_Growth_Change,CN_RiskAppetite_Change,CN_Monetary_Change
沪深300指数,0.051453279327219326,-0.014873918635906633,-0.0660628559244719,0.05631212787446091,-0.02404527637092754,0.019940959079336018
中证小盘500指数,0.028190885311665487,0.065216901469803,-0.029714461720402985,0.04359504784862024,0.008488448175258843,0.008313165755255007
中证1000指数,0.013869374450383097,0.08654278367720827,-0.024215701659872246,0.008690885512197008,0.030509725244789884,0.016366901195374442
上证科创板50成份指数,0.08367997318662922,0.0655785141778312,0.0331522298443216,-0.06942525752625117,0.07611390108290052,-0.07419846239483258
创业板指数,0.014117410801613954,0.0757451450011826,-0.04571819810697264,0.018037068106259154,0.016404329455345142,-0.025126326719731452
标普中国A股大盘红利低波50指数,0.05426533312259728,-0.03898311393159793,-0.04473815546345588,0.10336142708076328,-0.012396518401319669,0.06063332705157701
中证红利质量指数,0.040026753147058954,0.027387840599072892,-0.03785975064323338,0.02137440052032026,0.049884852314975005,0.01011221545636868
上证5年期国债指数,-0.12491949003331305,-0.22817944702374562,-0.19269778430651466,-0.1862342595423474,-0.06565360824670904,-0.15640501556684258
上证10年期国债指数(净价),-0.1315868876935427,-0.22684584081359688,-0.16624894017238928,-0.17035326759863662,-0.03246070637008457,-0.12803758926112752
中债-30年期国债指数,-0.18241707701753407,-0.22782036269247904,-0.15224674273957503,-0.10431224331987574,-0.033676079782317646,-0.10761950844918437
中债-中高等级公司债利差因子指数,-0.0789917797602518,-0.17514265040476498,-0.1646261612599155,-0.21818913819062863,-0.06086095810612608,-0.10798879799595298
上证基准做市公司债指数,0.11697992005004577,-0.006122332325665536,0.0004982293705360693,-0.020302625310602125,0.09407201721906439,-0.11420328873122015
中证可转债及可交换债券指数,-0.009074772649604749,-0.10300591893069325,-0.11624915210771829,0.09179168401660356,-0.025437764847500398,-0.008333061604606215
上海期货交易所有色金属期货价格指数,0.13163103913211957,0.0725852941545291,0.09671860291209555,0.03758111002205944,-0.009599426553645887,0.0363900243570465
大连商品交易所豆粕期货价格指数,-0.016544836745595544,0.03984330483882635,0.14182175969924296,0.09298644376303514,0.041223742682739366,-0.020873773311734383
易盛能化A,0.05351059845104561,0.04886003042031932,0.0889257142925,0.13723095298007737,-0.01938492956293665,0.04771912573080895
SGE黄金999,-0.0030171643514948433,0.03157600249733607,0.026959630346825227,-0.012488284550434707,0.08796703309193533,0.09855706903754378
